id	text	label
10035915	এই ছাগলের ইন্টারভিউ যে নিসে সেই তো বড় ছাগল	Abusive
10035916	পাকিস্তানের লিক হওয়া শুক্রানু থেকে যার জন্ম	Abusive
10035917	জামাতের আমির	None
10035918	মুজিব বাহিনী ছিল ভারতের এমেন্ডা বাস্তবায়নকারী ফজা ভুয়া মুক্তিযুদ্ধা	None
10035919	চোরের মায়ের বড় গলা তার প্রমান ফজু পাগলা	Abusive
10035920	ফজু পাগলার জন্য এক বালতি সমবেদনা	Abusive
10035921	শালায় যে বাটপারে এটা আগে থেকে জানতাম এত বড় বাটপার সেটা তো জানতাম না ওর মুক্তিযুদ্ধ সার্টিফিকেট বাতিলের জোর দাবি জানাচ্ছি	Profane
10035922	পিনাকী ভুয়া	Abusive
10035923	এই সমস্থ চুরের ছারাই চেতনার ব্যবসা করেকারণ প্রকৃত মুক্তি যুদ্ধ যারা করেছে তারা চেতনার ব্যবসা করেনা	Abusive
10035924	হাসতে হাসতে পেটে ব্যথা হয়ে গেছে	None
10035925	ফজা পাগলা যে বাটপার আগেই জানি এই ফজা পাগলা ইনডিয়ায় পলায়ে আছিল	Abusive
10035926	সলায় আসলে তো ভুয়া মুক্তি যুদ্ধা	None
10035927	বাঁশ টা তো একটু বেশি হয়ে গেলো	None
10035928	সরকারের পক্ষ থেকে এবিষয়ে সুষ্ঠু তদন্ত করে দোষী সাব্যস্ত হলে তার মুক্তিযোদ্ধা পদক কেড়ে নেওয়া হোক এবং সমস্ত ভাতা ফেরত নেওয়া হোক	None
10035929	ভুয়া মুক্তি যুদ্ধা	None
10035930	এবার কে আসবে মুক্তিযুদ্ধ চূদাইতেনেক্সট	None
10035931	পিঙ্কু	None
10035932	এবার মির্জা ফখরু‌লের কা‌হিনী উন্মোচন করা হোক	Abusive
10035933	পিঙ্কু	None
10035934	দাদা অসত্য মুক্তি বলার জন্য ফজা পাগলাকে পানিশমেন্ট দেওয়া দরকার বি এন পি আর কি মানুষ পেল না তাহার মত একজন পাগলকে এত বড় একটা দায়িত্ব দিল	Abusive
10035935	স্যালুট দাদাআলহামদুলিল্লাহ দেশে ৯৫ ভূয়া মুক্তি যোদ্ধা ফজা শেষ	None
10035936	তার কথা শুনলেই	None
10035937	ফজলুর রহমান একটা অসত্যবাদী	Abusive
10035938	হা হা হা হা	None
10035939	ভুয়া মুক্তিযুদ্ধা সেজে যে প্রতারকরা মুক্তিযুদ্ধার ভাতা নিয়েছে রাষ্ট্রের কোষাগার থেকে তাদের বিচারের আওতায় আনা হোক সারাদেশে ছবি টানিয়ে লিখে দেওয়া হোক ভুয়া মুক্তিযুদ্ধা	Abusive
10035940	ফজলু পাগলা রাজাকার ছিল 71	Abusive
10035941	দাদা চমৎকার বিশ্লেষণ	None
10035942	সুন্দরর	None
10035943	এই ফজু পাগলা চরম অসত্যবাদী	Abusive
10035944	লীগ কখনও বাংলাদেশের মানুষের দল না লীগ ভারতের দল রয়েরএজেন্ট	Political Hate
10035945	দাদা বর্তমানে নির্বাচন কমিশনের প্রধান সিইসি একটা গোষ্ঠীর হয়ে কথা বলছে প্রথম আলোকে দেওয়া একটা সাক্ষাৎকারে বলেছেন মবকারিরা নিবাচনে‌ সুবিধা করতে পারবে না ইদানিং তার কথা বার্তায় আওয়াল কমিশন ও হুদা কমিশনের গন্ধ পাচ্ছি আপনি উনার দেওয়া সকল বক্তব্য দেখলেই বুঝতে পারবেন তাই অনতিবিলম্বে উনাকে নিয়ে একটা সমালোচনা মূলক এপিসোড করলে খুব ভালো হতো বিপ্লবীরা যদি মব কারি হয় তাহলে তো উনি বিপ্লব মানেই না	Political Hate
10035946	খালি কলশি বাজেবেশী ফজাপাগলার বেলায তাই হয়েছে	Profane
10035947	যারাই ভোয়া মুক্তিযোদ্ধা তারাই কথা বেশি বলে	None
10035948	ফজু পাক্কা শয়তান এত দিন আমাদের অসত্য বলেছে সরকার এর উচিৎ ওনার মুক্তিযুদ্ধের সনদ বাতিল করা	Abusive
10035949	হাসিনার আমলে যত মুক্তিযদ্ধার লিষ্ট করা হয়েছে তার ৮০ ভুয়া	None
10035950	কি ট্রেনিং দিয়েছিল সে কি আগেই ট্রেনিং প্রাপ্ত ছিল	None
10035951	স্বাধীন হওয়ার মাত্র কয়েকদিন আগে যখন পাকাবাহিনীকে পিটিয়ে ঢাকায় জড়ো করেছিল করেছিল মুক্তি ফৌজ অস্ত্র শস্ত্র হীন পাকবাহিনীতখন ভারতীয় বাহিনী বাংলাদেশে ঢুকে ভারতীয় বাহিনীর সাথে স্বঘোষিত মুক্তিযুদ্ধারা ও বাংলাদেশে ঢুকে এ রকম ফজু পাগলা সহ অনেক চাটুকার মুক্তি যুদ্ধা হিসেবে নীজেদের জাহির করতে শুরু করে জয়বাংলা আর জয় বঙ্গবন্ধু বদৌলতে ভারতে বসে বসে তাস খেলে এবং বাংলাদেশকে ভারতের হাতে তুলে দেওয়ার চুক্তির মাধ্যমে ভারতের দাসত্বের শৃঙ্খলে আবদ্ধ হয়েভারতের বাহিনীর লুটপাট সহ সকল অপকর্মের সহযোগী হয় এরা মুক্তি যুদ্ধা ভারতের দাস দাসী শ্রেণীর এই অমানুষ গুলো এখনও বাংলাদেশকে অস্থিতিশীল পরিস্থিতিতে ফেলেছে শান্তি প্রতিষ্ঠা হলে এদের সকল ষড়যন্ত্র এবং অপকর্ম বেরিয়ে আসবে	Political Hate
10035952	ফজা মনে করছিলো যা কিছু বাল ছাল বইলা পার পাইয়া যাইবো বুঝে নাই কেউ তার তথ্য ডাবল চেক কইরা দেখতে পারে	Profane
10035953	শালা ফজা পাগলা খুব চাপা মারেকঠিন বাঁশ দিলেন দাদা	Profane
10035954	ফজা পাগলা ফজু	Abusive
10035955	খুব দ্রুত ভিডিও আসবে ১৯৭১ এ কোন যুদ্ধ হয় নাই আর মুরিদগুলা বলবে ঠিক হাঠিক হা দাদা আপনি যা বলছেন ঠিক	None
10035956	ফজা পাগলা আসতাছে পাবনা দিয়ে আসেন	Abusive
10035957	আমি ওপেখায় ছিলাম	None
10035958	অসংখ্য শুভেচ্ছা জানায় পিনাকি দাদা কে	None
10035959	দেশকে বাঁচাতে মুক্তিযুদ্ধ 71 নিয়ে যেন কেউ কথা বলতে এই ভাঙ্গা ক্যাসেট নিয়ে কেউ যেন রাজনীতি করতে না পারে এ বিষয়ে কঠিন আইন করা দরকার এই আবেগকে কাজে লাগিয়ে শেখ হাসিনার এসেছে এবং আবারো আসার চিন্তা করছে এবার বিএনপির ঘাড়ে চড়ে আসবে	Political Hate
10035960	দাদা ফজু পাগলাকে আমিও অপছন্দ করি কিন্তু সে কি আসলেই শূন্য পাওয়ার যোগ্য তার সব কথা অসত্য কিন্তু তার অংশগ্রহণ করাটা কি অসত্য হয়তো তার হাতে কোন পাকিস্তানী নিহত হয়নি কিংবা আত্মসমর্পণ করেনি কিন্তু অস্র হাতে তুলে নিয়েছিলেন কিনা দেশের জন্য তার সমসাময়িক অনেকেই তো অংশগ্রহন করেনি সে কি তাদের তুলনায় প্রসংশনীয় নয় ৫ ই আগষ্ট যারা রাজপথে ছিল তারা প্রত্যেকেই জীবনবাজি রেখে সেদিন রাজপথে নেমেছিলো তারা প্রত্যেকেই মুক্তিযোদ্ধা তাদের ভুল থাকতে পারে কিন্তু যেই ছেলেটা ৫ আগষ্ট রাজপথে ছিল সে তো ভূয়া হতে পারে না দাদা তাকে অবশ্যই আপনাকে পাস মার্কস দিতে হবে অংশগ্রহণের জন্য হয়তো তার এ প্লাসটা বাতিল হতে পারে বাংলাদেশের সৃষ্টিতে যুদ্ধে যাওয়ার মানসিকতাআনসার ট্রেনিং নেওয়াঅস্র হাতে নেওয়া তার যুদ্ধকালীন অবস্থান এগুলোই তাকে পাস মার্কস দেয় দাদা এই নূন্যতম সম্মানটা তাদের করা না হলে তাদের কি ২৫ শেষ মার্চের গনহত্যার পরে রাজপথে নামাটা ভুল ছিল আসলেই কি শূন্যে তাদের অস্বীকার করা যায় করা উচিত তাহলে তো বাংলাদেশকেও শূন্যতে অস্বীকার করা হয় দাদা আমি আপনার ভ্রাতাআপনার কোন ভিডিও এখন পর্যন্ত মিস হয়নি এই প্রথম আপনার শূন্য দেওয়ার সাথে দ্বিমত পোষণ করলাম নূন্যতম পাস মার্কস দেওয়ার পক্ষে অবস্থান করছিদৃষ্টতা ক্ষমা করবেন দাদা	None
10035961	এই দুই দিনের দেশে কত ধরনের নতুন পরিস্থিতি তৈরি হলো ছাত্রদের হত্যা করা হয়েছে এ বিষয়ে এপিসোড তৈরি না করে সেই আগের পুরনো ক্যাসেট মুক্তিযোদ্ধা 71 নিয়ে পড়ে থাকা ঠিক নয় এটা হচ্ছে বোকামি নির্বুদ্ধিতার পরিচয় এই ধরনের 71 মুক্তিযোদ্ধা নিয়ে আর কোন ধরনের রাজনীতি মানুষ দেখতে চায় না	Abusive
10035962	যে সকল নেতারা নিজেকে হাইলাইটস করার বক্তব্য পেষ করে এবং তা জনগণের কাছে ধরা পড়ে যায় তারা কি করে যোগ্য নেতা হয় এই সকল নেতাদের কারনেই বিএনপির ভাবমূর্তি নষ্ট হচ্ছে এই সকল ভন্ড জাহিরী করা নেতাদের বাচাই করার জন্য দলের মধ্যে চিরনী অভিযান পরিচালনা করা উচিত বিশেষ করে তারেক জিয়ার উচিত এই পরিচালনার নেতৃত্ব তার নিজের দেয়া দরকার ভবিষ্যতের জনগণের জন্য আমাদের দেশের যোগ্য নেতাদের দ্বারা দেশ পরিচালনা দরকার যে দেশ বিদেশিরা ২০০ বছর অবৈধভাবে দখল করে রেখেছিল সে দেশকে এত হেলাফেলা করার সুয়োগ নেই তাই ভবিষ্যৎ প্রজন্মের জন্য আসন্ন নির্বাচিত নেতাদের সেরকম হতে হবে আর সেই নেতা বাছাই এর জন্য একটি দলের দায়িত্ব তারেক জিয়া নিতেই পারে	None
10035963	অসাধারণ	None
10035964	ফজু পাগলার বিচার চাই	Abusive
10035965	ঠিককক	None
10035966	কৃতজ্ঞতা আপনাকে সত্য তুলে ধরার জন্য	None
10035967	প্নাকি দাদা ফোজু পাগ্লারে সব গুলোতে লাড্ডা গুড্ডা দিলে কেম্নে পাস করবে দুই এক জায়গায় কিছু পরেন্ট দিয়েন বিএনপির সব সালাদের পুটকি মেরে দিচ্ছেন আপনি একাই	Profane
10035968	ফজু পাগলা হকারী করলে জীবনে অনেক উন্নতি করতে পারতো	None
10035969	ডাকসু ইলেকশন হইলে  হাসনাত আব্দুল্লাহ সারজিস নাহিদ আলম নাসরদ্দিন পাটোয়ারীর মতো এক ঝাক তরুণ নেতা তৈয়ারি হবে  তখন আর মির্জা ফখরুল +জেনারেল ওয়াকার +অ্যাডমিন ক্যাডার সেক্রেটারি রা চুরি আর টাকা পাচার  মানুষের জায়গা দখল করে ডিওএইচএস বারিধারা পূর্বাচল এর হাউসিং প্লট বানাইতো পারবে না  তাই হাসিনার বদমাইশ ওয়াকার ডাকসু ইলেকশন বন্ধ করতে চাচ্ছে	Political Hate
10035970	ফজু পাগলা এবারে জয়বাংলা হবে	Abusive
10035971	ফজা আলু	None
10035972	ডাকসু ইলেকশন হইলে  হাসনাত আব্দুল্লাহ সারজিস নাহিদ আলম নাসরদ্দিন পাটোয়ারীর মতো এক ঝাক তরুণ নেতা তৈয়ারি হবে  তখন আর মির্জা ফখরুল +জেনারেল ওয়াকার +অ্যাডমিন ক্যাডার সেক্রেটারি রা চুরি আর টাকা পাচার  মানুষের জায়গা দখল করে ডিওএইচএস বারিধারা পূর্বাচল এর হাউসিং প্লট বানাইতো পারবে না  তাই হাসিনার বদমাইশ ওয়াকার ডাকসু ইলেকশন বন্ধ করতে চাচ্ছে	Political Hate
10035973	ডাকসু ইলেকশন হইলে  হাসনাত আব্দুল্লাহ সারজিস নাহিদ আলম নাসরদ্দিন পাটোয়ারীর মতো এক ঝাক তরুণ নেতা তৈয়ারি হবে  তখন আর মির্জা ফখরুল +জেনারেল ওয়াকার +অ্যাডমিন ক্যাডার সেক্রেটারি রা চুরি আর টাকা পাচার  মানুষের জায়গা দখল করে ডিওএইচএস বারিধারা পূর্বাচল এর হাউসিং প্লট বানাইতো পারবে না  তাই হাসিনার বদমাইশ ওয়াকার ডাকসু ইলেকশন বন্ধ করতে	Political Hate
10035974	ডাকসু ইলেকশন হইলে  হাসনাত আব্দুল্লাহ সারজিস নাহিদ আলম নাসরদ্দিন পাটোয়ারীর মতো এক ঝাক তরুণ নেতা তৈয়ারি হবে  তখন আর মির্জা ফখরুল +জেনারেল ওয়াকার +অ্যাডমিন ক্যাডার সেক্রেটারি রা চুরি আর টাকা পাচার  মানুষের জায়গা দখল করে ডিওএইচএস বারিধারা পূর্বাচল এর হাউসিং প্লট বানাইতো পারবে না  তাই হাসিনার বদমাইশ ওয়াকার ডাকসু ইলেকশন বন্ধ করতে চাচ্ছে	Political Hate
10035975	ডাকসু ইলেকশন হইলে  হাসনাত আব্দুল্লাহ সারজিস নাহিদ আলম নাসরদ্দিন পাটোয়ারীর মতো এক ঝাক তরুণ নেতা তৈয়ারি হবে  তখন আর মির্জা ফখরুল +জেনারেল ওয়াকার +অ্যাডমিন ক্যাডার সেক্রেটারি রা চুরি আর টাকা পাচার  মানুষের জায়গা দখল করে ডিওএইচএস বারিধারা পূর্বাচল এর হাউসিং প্লট বানাইতো পারবে না  তাই হাসিনার বদমাইশ ওয়াকার ডাকসু ইলেকশন বন্ধ করতে চাচ্ছে	Political Hate
10035976	ডাকসু ইলেকশন হইলে  হাসনাত আব্দুল্লাহ সারজিস নাহিদ আলম নাসরদ্দিন পাটোয়ারীর মতো এক ঝাক তরুণ নেতা তৈয়ারি হবে  তখন আর মির্জা ফখরুল +জেনারেল ওয়াকার +অ্যাডমিন ক্যাডার সেক্রেটারি রা চুরি আর টাকা পাচার  মানুষের জায়গা দখল করে ডিওএইচএস বারিধারা পূর্বাচল এর হাউসিং প্লট বানাইতো পারবে না  তাই হাসিনার বদমাইশ ওয়াকার ডাকসু ইলেকশন বন্ধ করতে চাচ্ছে	Political Hate
10035977	ডাকসু ইলেকশন হইলে  হাসনাত আব্দুল্লাহ সারজিস নাহিদ আলম নাসরদ্দিন পাটোয়ারীর মতো এক ঝাক তরুণ নেতা তৈয়ারি হবে  তখন আর মির্জা ফখরুল +জেনারেল ওয়াকার +অ্যাডমিন ক্যাডার সেক্রেটারি রা চুরি আর টাকা পাচার  মানুষের জায়গা দখল করে ডিওএইচএস বারিধারা পূর্বাচল এর হাউসিং প্লট বানাইতো পারবে না  তাই হাসিনার বদমাইশ ওয়াকার ডাকসু ইলেকশন বন্ধ করতে চাচ্ছে	Political Hate
10035978	ডাকসু ইলেকশন হইলে  হাসনাত আব্দুল্লাহ সারজিস নাহিদ আলম নাসরদ্দিন পাটোয়ারীর মতো এক ঝাক তরুণ নেতা তৈয়ারি হবে  তখন আর মির্জা ফখরুল +জেনারেল ওয়াকার +অ্যাডমিন ক্যাডার সেক্রেটারি রা চুরি আর টাকা পাচার  মানুষের জায়গা দখল করে ডিওএইচএস বারিধারা পূর্বাচল এর হাউসিং প্লট বানাইতো পারবে না  তাই হাসিনার বদমাইশ ওয়াকার ডাকসু ইলেকশন বন্ধ করতে চাচ্ছে	Political Hate
10035979	ডাকসু ইলেকশন হইলে  হাসনাত আব্দুল্লাহ সারজিস নাহিদ আলম নাসরদ্দিন পাটোয়ারীর মতো এক ঝাক তরুণ নেতা তৈয়ারি হবে  তখন আর মির্জা ফখরুল +জেনারেল ওয়াকার +অ্যাডমিন ক্যাডার সেক্রেটারি রা চুরি আর টাকা পাচার  মানুষের জায়গা দখল করে ডিওএইচএস বারিধারা পূর্বাচল এর হাউসিং প্লট বানাইতো পারবে না  তাই হাসিনার বদমাইশ ওয়াকার ডাকসু ইলেকশন বন্ধ করতে চাচ্ছে	Political Hate
10035980	চেতনার বেবসা এখন থেকেই বন্ধ	None
10035981	ডাকসু ইলেকশন হইলে  হাসনাত আব্দুল্লাহ সারজিস নাহিদ আলম নাসরদ্দিন পাটোয়ারীর মতো এক ঝাক তরুণ নেতা তৈয়ারি হবে  তখন আর মির্জা ফখরুল +জেনারেল ওয়াকার +অ্যাডমিন ক্যাডার সেক্রেটারি রা চুরি আর টাকা পাচার  মানুষের জায়গা দখল করে ডিওএইচএস বারিধারা পূর্বাচল এর হাউসিং প্লট বানাইতো পারবে না  তাই হাসিনার বদমাইশ ওয়াকার ডাকসু ইলেকশন বন্ধ করতে চাচ্ছে	Political Hate
10035982	ডাকসু ইলেকশন হইলে  হাসনাত আব্দুল্লাহ সারজিস নাহিদ আলম নাসরদ্দিন পাটোয়ারীর মতো এক ঝাক তরুণ নেতা তৈয়ারি হবে  তখন আর মির্জা ফখরুল +জেনারেল ওয়াকার +অ্যাডমিন ক্যাডার সেক্রেটারি রা চুরি আর টাকা পাচার  মানুষের জায়গা দখল করে ডিওএইচএস বারিধারা পূর্বাচল এর হাউসিং প্লট বানাইতো পারবে না  তাই হাসিনার বদমাইশ ওয়াকার ডাকসু ইলেকশন বন্ধ করতে চাচ্ছে	Political Hate
10035983	ডাকসু ইলেকশন হইলে  হাসনাত আব্দুল্লাহ সারজিস নাহিদ আলম নাসরদ্দিন পাটোয়ারীর মতো এক ঝাক তরুণ নেতা তৈয়ারি হবে  তখন আর মির্জা ফখরুল +জেনারেল ওয়াকার +অ্যাডমিন ক্যাডার সেক্রেটারি রা চুরি আর টাকা পাচার  মানুষের জায়গা দখল করে ডিওএইচএস বারিধারা পূর্বাচল এর হাউসিং প্লট বানাইতো পারবে না  তাই হাসিনার বদমাইশ ওয়াকার ডাকসু ইলেকশন বন্ধ করতে চাচ্ছে	Political Hate
10035984	মুরগি চুরি করতে গিয়ে ধরা পড়ে আঙ্গুল কেটে যুদ্ধাহত মুক্তিযোদ্ধা দেশে অসংখ্য	None
10035985	প্রমানিত হলো ফজা ভূঁয়া মুক্তিযোদ্ধা	None
10035986	ফজা পাগলা বুয়া মুক্তিযোদ্ধা আমার আগেই সন্দেহ ছিল এইবার ক্লিয়ার হইলো	Abusive
10035987	ভূয়া মুক্তিযোদ্ধা	None
10035988	ফজা পাগল লেংটা	Profane
10035989	গাজার নৌকা পাহাড়তলী যায় ফজা পাগলা	Abusive
10035990	এই পাগলের মতো হাজার হাজার লোক ভুয়া মুক্তিযোদ্ধা আছে	Abusive
10035991	ফজা পাগলার পাগলামি শেষ করতে হবে	Abusive
10035992	চমৎকার কথা বললেন	None
10035993	তিনজনের একজন মারা গেছে দুজন বেচে আছে একজন ফজু আরেকজন জীবিত আছে ওর কাছে বিস্তারিত জানা হোক কিভাবে ৩ জন ১৭৯ জন মিলিটারি পরাজয় বরন করাল	None
10035994	পরীক্ষার আগে আলু খেতে হয় নারে পাগলা	None
10035995	সফলতা বাংলা তোর মার বোদার ভিতর ​আক্রমণ	Profane
10035996	মজা মাড়ে ফজা ভাই আমরা শুধু শুধু হুদাই হুদাই নাও বাই	None
10035997	আমাদের বগুড়ায় শাজাহান পুর উপজেলা আমরুল ইউনিয়নের ভুয়ামুক্তি যুদ্ধা হ'য়ে আলীগশাসন আমালে সাটিফিকেট বাতিল হওয়ার পরেও বতমানে তারা সরকারি চাকরিতে বহাল রয়েছে দেখার কেউ নাই	Political Hate
10035998	সত্য তুলে ধরার জন্য কৃতজ্ঞতা	None
10035999	ফজু পাগলার সব দাবী অসত্য সে কোন যুদ্ধ করেনি সে একজন ভূয়া মুক্তিযোদ্ধা	None
10036000	খুনি হাসিনা ও তার দোসরদের ৫ই আগস্ট গনঅভ্যুত্থানের হাত থেকে কেন বাচিয়ে রেখছেন সুমহান সৃষ্টিকর্তা তায়ালা ভালো জানেন বাংলাদেশের জনগনকে শাস্তি দেওয়ার জন্য নাকি খুনি হাসিনা ও তার দোসরদের আরও অপমান ও অপদস্ত করে দুনিয়া থেকে শেষ বিদায় দেওয়ার জন্য এত অরাজকতা তৈরি করছে সব প্রতিষ্ঠান ও বিশ্ববিদ্যালয় গুলোতে  দেখে খুব কষ্ট হচ্ছে ইয়া সৃষ্টিকর্তা আপনি বাংলাদেশকে শান্তিপূর্নময় করে দিন আমিন	Political Hate
10036001	থিওরি আর বাস্তবতা এক না বয়ান সহজ কিন্তু যুদ্ধ না	None
10036002	ভালো করে খোজ নিলে দেখা যাবে ফজা কিছুই করেনি উল্টো পাক আর্মী দের সহযোগী ছিল	None
10036003	বেএনপির সব ভূয়া	Political Hate
10036004	এভাবে সব ভিডিও আপনি অকাট্য প্রমান দেন বলেই দিনকে রাত বললেও সত্যি মনে হয়	None
10036005	১০১০ শালায় কি কইলো এইটা আবু তাহের সে কি করে ঠাকুর হয়বে ছাগলের ছা ছাগল	Abusive
10036006	ফজা পাগলা আর তার নেতা তারেক রহমান কে সারদা অ্যাকাডেমীতে ১০টা রাত্রিযাপনের জন্য পাঠানোর দাবী জানাই	Abusive
10036007	ফজা পাগলা একটা ভোয়া মুক্তি যোদ্ধা ভন্ড চিটার বাটপার মোনাফেক	Abusive
10036008	অসংখ্য ভুয়া কাহিনী বলা মুক্তিযোদ্ধা ফুটকিওয়ালা যোদ্ধা আচগে আশে পাশে এমন ওদের পুন্দে আগুন লাগিয়ে দিলেন	None
10036009	এর কথা শুনলে মনে হয় সবই অসত্য ও বানোয়াট	None
10036010	তো এখানে এসেছেন কেন	None
10036011	টাউট বাটপার বলেই সে বেশি চিল্লায়	Abusive
10036012	অসুস্থ মানসিক রোগী এই পিনাকী	Abusive
10036013	পিনাকী দাদা বাংলাদেশের যেকোনো রাজনৈতিক দলের নেতার চেয়ে একহাজার গুণ বেশি জনপ্রিয়	None
10036014	উনাকে আর ইলিয়াস সাহেবকে নিয়ে BAL এর আদর্শ সন্তানেরা সমালোচনাও প্রচুর করে	None
10036015	পিনাকী দাদা বাংলাদেশের মানুষের প্রাণের স্পন্দন	None
10036016	পিনাকী দাদা জিন্দাবাদ	None
10036017	এতো ভুয়া মুক্তিযোদ্ধা	Abusive
10036018	আনসারের কাছে ট্রেইনিং নিয়ে হয়ে গেল কমান্ডার আর সে যে ঊকালতি করে তার পড়াশুনা শিক্ষাগত যোগ্যতা কি	None
10036019	ফজু পাগলা	Abusive
10036020	ও যে একটা বাটপার ভূয়া মুক্তিযোদ্ধা এটা আমি আগেই জানতাম ৷ প্রকৃত মুক্তিযোদ্ধা কখনো ওর মতো ফাল পারে না ৷ আপাদমস্তক একটা ভন্ড এবং বাটপার ৷	Abusive
10036021	ব্যাবহারেই বোঝা যায় কে মুক্তি যোদ্ধা আর কে রাজাকার	Abusive
10036022	ফজা তোর জায়গা পাগলা গারদেও হবে নারে	Abusive
10036023	জুলাই অভূথ্যান পরবর্তী স্বাধীন বাংলাদেশে মুক্তিযুদ্ধের চেতনার ব্যবসা বন্ধ করতে হবে	None
10036024	পিনাকী কাকা সাংবাদিক ইলিয়াস চাচার ভাষ্য মতে এই পাগল ছাগল সব বঙ্গবন্ধুর উম্মত যারা নিজস্ব ওহির আলোকে জীবন যাপন করে যার প্রভাব গত ১৫ বছর সবাই উপলব্ধি করেছে	None
10036025	স্বৈরাচার পালিয়ে যাওয়ায় ফজা পাগলার অন্তর জালায় জ্বলছে জুলাই গণঅভ্যুত্থানে ১৪ শত শহিদের রক্তের সাথে বেইমানি করতে চায় ফজা পাগলা	Abusive
10036026	সালা বাটপার ফজা	Profane
10036027	দুংখজনক হলেও সত্য মুক্তিযোদ্ধা দাবি করা অধিকাংশ মুক্তিযোদ্ধা ভূয়া	None
10036028	দাদা এরকম হাজার হাজার ভূয়া মুক্তি যুদ্বা আছে ৭১ এ আওমিলীগের একজন নেতা কর্মিও মুক্তি যুদ্ব করে নাই তারা ভাবছিল পাকিস্তানি সেনাদের সাথে যুদ্ব করে কখনই যুদ্ব করে দেশ স্বাধীন করতে পারবে না এই জন্যভয়ে তারা আগেই কলকাতা সোনাছি মাগি পল্লিতে আশ্রয় নিয়েছে ৮ মাস যুদ্ব চলা অবস্থায় তারা দেখছে দেশ স্বাধীনের পথে তখন দেশে এসে বলে আমি মুক্তি যুদ্বা সেক্টর কমান্ডারের হাত পা ধরে মুক্তি যুদ্বা হিসাবে লিখিত নেয়	Political Hate
10036029	মুজিবের যে বাহিনিরা লুটপাট ধর্ষন ডাকতি করেছে ফজা পাগলা তাই ছিল ফলে মুজিবের পাপ এত ভারি হয়েছে	Political Hate
10036030	দাদা ফজা পাগলা সহ আওয়ামিলীগের সেক্স ভিডিও দিয়া বাঁশ দিবেন	Abusive
10036031	মুক্তিযোদ্ধা না ভুয়াযোদ্ধা	None
10036032	দাদা আমি আগেই বলেছি এই ফজা পাগলা ভুয়া মুক্তিযোদ্ধা বাটপার চিটার ফজা পাগলা মুক্তিযোদ্ধা নামে অবৈধ টাকা ইনকাম করে	Abusive
10036033	আরে ভাই এত কথা না পেচাইয়া ডাইরেক্ট বলে দাও বাংলাদেশে কোন যুদ্ধ হয় নাই বাংলাদেশে একজনও মরে নাই	Abusive
10036034	সুযোগ সুবিধা বাগাতে অনেকে অসত্য মুক্তি যোদ্ধার তকমা লাগিয়েছিলো সে তাদের একজন মনে হয়	None
10036035	বর্তমান প্রশাসনের উচিৎ প্রতিটা মুক্তিযুদ্ধাদের সরাসরি ইন্টারভিউ নিয়ে ভূয়া ফজু পাগলাদের মুখুশ তুলে ধরা জাতির কাছে কে কোন কোন স্থানে অভিযান করেছে সাথে কোন কোন লোক ছিলো এবং প্রতিজনের আলাদা আলাদা জিজ্ঞাসা করা তাহলে আসল সত্যি ঘটনা বেরিয়ে আসবে	Abusive
10036036	মানুষিক রোগী দিয়ে চলছে বিম্পি	Political Hate
10036037	সালা একে ভুয়া বলে স্লোগান হোক	Profane
10036038	ধরা খাইছে	None
10036039	এই জন্যই মানুষ বলে চোরের মায়ের বড় গলা আজ তাই প্রমাণ পেয়ে গেলাম এই ফজু পাগলা মিডিয়ায় এতো চাপাবাজী কেন করে	Abusive
10036040	বাটপার ফজুর বিচার চাই	Abusive
10036041	এই সমস্ত ভুয়া পুটকি যোদ্ধা থেকে হাজারো গুন বেশি গুরুত্বপূর্ণ জুলাই আন্দোলনের যোদ্ধাগন	Profane
10036042	কোত্তার ছা মুক্তিযোদ্ধ ত করছ নাই বুঝবি কেমনে এর মাহাত্ত	Profane
10036043	আপনি করেছেন কাকে গালি দিচ্ছেন	None
10036044	854 আমি হাসতে হাসতে শেষ	None
10036045	ফজা পাগলা	Abusive
10036046	ফজু পাগলা মনে মনে সিনেমা বানাইছে	None
10036047	ফজা বজা	None
10036048	যদি সত্য বলে থাকেন তবে লিগ্যাল ব্যাবস্থা নিন	None
10036049	ফজা পাগলার মাথায় গ্যাস্টিক আছে	Abusive
10036050	ঐ ফজু বেঈমান  আস্ত  আস্ত একটা বেঈমান  মিথ‍্যুক  অসত্যবাদী ॥ দু দিন আগে বা পরে  হঠাৎ কবে কখন মুত্যু বরন করে কিন্তু কোন ডর ভয় নেই  সৃষ্টিকর্তা রসুল কে ভয় করে না  মিত্যু কে ভয় পায় না  কবরের আজাব কে ভয় করে না  বেহেস্ত দোজখ বিশ্বাস বা ভয় পায় না  ইনকিলাব জিন্দাবাদ ইনকিলাব জিন্দাবাদ	Abusive
10036051	দরিদ্র অথচ মেধাবী এই মুক্তিযোদ্ধা অইতে পারে	None
10036052	তর কপালটাই খারাপ রে ফজা পাগলা পরিক্ষার সময় কি আলু খাইছিলো শুভেচ্ছা পিনাকী দাদা ফজার মুল উঠানোর জন্য	None
10036053	আমি	None
10036054	আমি অনেক বড় অপরাধ করেছি কেউ আমাকে শাস্তি দে আমি কেন মোবাইল কিনলাম আর কেন এই সমস্ত সত্য কথাগুলো দেখতেছি  হায়রে ফজা পাগলা তুইতো সফলতা বাংলা	None
