10004976	বিএনপির মেয়াদ চলাকালীন, রাস্তাটি নির্ভীক হবে এবং এখন যখন আমি ভয়ে ভয় পেয়েছিলাম	Political Hate
10004977	আমি অষ্টম বর্ষের শিক্ষার্থীর একজন শিক্ষার্থী আমি সকাল 8 টা থেকে বিকেল 5 টা পর্যন্ত প্রতিদিন কমপক্ষে 4 ঘন্টা খাই।	None
10004978	ম্যারকি কুকুরটিকে কুকুরের কাছে নিয়ে গিয়েছিল	Profane
10004979	এই দেশে অসম্ভব কিছু নেই যে সবকিছু সম্ভব, তবে শিক্ষক কেন এমন হবে	None
10004980	শিক্ষামন্ত্রী মন্ত্রীর দায়িত্বে অবহেলিত ছিলেন, অন্যথায় সমস্ত বিষয় পরীক্ষা না করেই উঠে এসেছিল।	Abusive
10004981	ডিপজাল এই সিনেমাটি সেই জায়গায় শেষ করেছেন যেখানে সমস্ত পরিবার সিনেমাটি দেখে না।	None
10004982	ভাল আসলে বাইরে থেকে গরুর মাংসের দাম কমিয়ে দেবে	None
10004983	এটা খুশি খবর ধন্যবাদ	None
10004984	প্রত্যেকেই অবশেষে বুঝতে পারে যে মুভিতে আপনার একটি ছেলে আছে সিনেমা বা খেলাধুলার চেয়ে বেশি।	Political Hate
10004985	হে সাংবাদিকতা, মিয়া এই চালগুলি বুঝতে পারে না	None
10004986	শান্তি বাহিনীর জোর কেবল মুখে সীমাবদ্ধ কাজের মুখে নয়	Abusive
10004987	ভারত -ফ্রি বাংলাদেশ কে কে চায়	None
10004988	আলহামদুলিল্লাহ 12 জনের পরিবারের সাথে খুব ভাল।	None
10004989	মহিষ	Abusive
10004990	সমস্ত মগের একদল	Abusive
10004991	এই বোকা আপনাকে অশিক্ষিত মানুষকে তাদের নিজস্ব নিরবচ্ছিন্নভাবে নিরক্ষর বিশ্ব উপভোগ করতে শেখাতে পারে তবে নিরক্ষর মনকে শেখাতে পারে না	None
10004992	প্রথমত, রাশিয়ার loan ণ একটি 3 বিলিয়ন প্রকল্প নয়, এবং 5 বিলিয়ন প্রকল্পগুলি 12 বিলিয়ন ডলার নিচ্ছে, তারপরে মিয়ানমার রাশিয়াকে সামরিক সহযোগিতা দিচ্ছে এবার আপনি বলছেন যে রাশিয়া কীভাবে বন্ধু।	Political Hate
10004993	সবচেয়ে ব্যবসায়ীদের চেয়ে মানুষকে সর্বাধিক ব্যবসায়ী দেওয়ার জন্য সেরা বাস হিসাবে ভেরোট সেরা বাস	None
10004994	হাসিও আসে না	None
10004995	ব্রোকার অর্থ না দিলে আইডি চুদল বানান ভুল	Abusive
10004996	যদিও ন্যাটো ন্যাটোর সদস্য, তোরকিয়ে রাশিয়ার সাথে কৌশলগত সম্পর্ক রয়েছে, তেমনি ভারতের সাথে মার্কিন সম্পর্কের মতো, তুরকিয়ে ন্যাটো নীতিতে তার ভেটো হারাতে পারে।	None
10004997	আমরা সাব্বির ভাইয়ের শুভেচ্ছার জন্য জাতীয় দলে এশিয়া কাপে সাব্বির ভাইকে কামনা করি	None
10004998	তবে তেলের দাম আরও একটি উত্থাপন করা দরকার	None
10004999	হাম বেগম জিয়া 5 তম পাস	None
10005000	খালেদ জিয়া যদি ভারতে অসাধু হয়ে থাকে যিনি ভারতকে গ্যাস দিয়েছিলেন, তবে তিনি অনেক আগেই ক্ষমতায় যেতে পারতেন	None
10005001	আমরা বাইরে সেনাবাহিনীর টহল দেখেছি।আমরা আমাদের ভিতরে ভোট দেওয়ার অনুমতি দিচ্ছি না।তারা সেনাবাহিনীর ভিতরে ভোট দিচ্ছে বলেছে যে সেনাবাহিনী আমাদের ভিতরে কী চলছে তা দেখার অনুমতি নেই, আমাদের বাইরে সুরক্ষা নিশ্চিত করার জন্য সেনাবাহিনী মোতায়েন করা হলে কী হবে।	None
10005002	তবে দিনাজপুর বোর্ডে খুব কঠিন ছিল	None
10005003	সরকারকে এটি বন্ধ করা দরকার	None
10005004	ক্ষেত্রটি কোথায়	None
10005005	সংখ্যালঘু নির্যাতন সব সময় চলছে	Abusive
10005006	দেশের পরিস্থিতি খুব ভয়ঙ্কর	Abusive
10005007	গ্যানপতুনি আবার চুরি করার জন্য একটি চোর দিয়েছে এবং কিছুই বলা যায় না	None
10005008	শালা আওয়ামী লীগ ব্রোকার টিভি টিভি তোরা তারা তারা এই সময় রেসিং করবে, আপনি কেন জাল সংবাদ প্রচার করবেন।	Profane
10005009	এখন আমি বুঝতে পারি কেন ইসলাম মুসলিম দেশে নেই	None
10005010	ভুলটি ভাইস -প্রোন দিয়ে তারে দেওয়া হয়	Abusive
10005011	ওহ god শ্বর আপনি স্বপ্ন	None
10005012	কেন মাহি পেল না	None
10005013	লোকেরা চায় আপনি চিনাভট চোরকে বিদায় জানান	Political Hate
10005014	স্বাধীনতার বছর পরে, আমাদের মিথামাইন উপজিলা জেলা সদর দফতর এখনও অবহেলিত জনগোষ্ঠীতে যোগ দেয়নি।	Abusive
10005015	উন্নয়ন প্রশস্ত করতে হবে	None
10005016	আপনি কাউয়া সাহেবের আওয়ামী লীগকে প্রচুর ক্ষতি করেছেন	Abusive
10005017	অনুপস্থিত তথ্যগুলির মধ্যে একটি হ'ল নবী (আল্লাহর শান্তি ও আশীর্বাদ তাঁর উপর) অনুমতি দিয়েছিলেন যে Eid দের সাথে খেলছিলেন আল্লাহর রাসূল (পিবুহ) ভুল, তবে নবী (আল্লাহর শান্তি ও আশীর্বাদ তাঁর প্রতি) বলেছিলেন যে আমাকে প্রতিমা ও বাদ্যযন্ত্রগুলি ধ্বংস করার জন্য প্রেরণ করা হয়েছিল।	None
10005018	আপনি একটি ফ্যাড	Abusive
10005019	খুব ভাল খেলেছে	None
10005020	ওহ god শ্বর আপনি তাদের ক্ষমা করুন এবং প্যারাডাইস আমিন আমিন করুন	None
10005021	আজ আমি 5 বছর ধরে একটি সন্তানের সাথে ভুগছি	None
10005022	স্কুল বন্ধ রাখতে আলহামদুলিল্লাহ	None
10005023	ই পাগল কে কেউ ভাইকে থামায়	None
10005024	আমি ডাঃ আউলাদ সাহেবকে পাস করে খুব খুশি	None
10005025	তাকে God শ্বরের ধৈর্য্যের তাউফিক দিন	None
10005026	শেখ হাসিনা তাদের রক্ত ​​চুষে ভারতে রক্ত ​​রফতানি করছে	Political Hate
10005027	সমস্ত দিকের আগে তুরকি এবং বাংলাদেশ জিতুন	None
10005028	এই জাতীয় সৌর প্যানেলগুলি ম্যালোসিয়ার সমস্ত তথ্যগুলিতে ইনস্টল করা আছে আমি ঘরে বসে সংস্থাটি সেট করে সৌর প্যানেল সেট আপ করি।	None
10005029	বৈধভাবে পাচার বন্ধ না করা সোনার উপর শুল্ক পরিশোধ করছে ওয়াও কি দুর্দান্ত যুক্তি	None
10005030	আরে পণ্যগুলির দাম হ্রাস করুন, তারা ক্ষমতায় থাকলে এটি একটি অজুহাত ছিল, দাম দ্বিগুণ হয়ে যেত।	None
10005031	টাইম নিউজে একজন প্রতিবেদক রয়েছে যে তাদের জাতীয় চিড়িয়াখানায় রাখা উচিত।	Abusive
10005032	ভাঙচুরের অজুহাত খুঁজছেন কেন সন্ত্রাসবাদী দল আপনার মতো ডাব্লুপি	Political Hate
10005033	এ কারণেই পশ্চিমা অস্থির এবং ফিলিস্তিনে 5 বছর ধরে জ্বলছে।	Political Hate
10005034	কেন তাদের ফাঁসি দেওয়া হয় না	Abusive
10005035	আপনি কি স্বৈরশাসন করছেন?	Abusive
10005036	এই জাতীয় অনেক অভিযুক্ত আমাদের সোনার বাংলাদেশে রয়েছে, তারা নিশ্চিত অপরাধী, তবুও তাদের বিচারের জন্য বছরের পর বছর অপেক্ষা করতে হবে। এটি আবার নিশ্চিত নয় যে তিনি হ্যাংডিটকে প্রায়শই দেখা যায় যে তারা কীভাবে জামিনে এসেছিল।	Political Hate
10005037	এখনই চাকরি সরবরাহ করুন	None
10005038	আপনি ব্যবসায়ের সাথে পণ্যের দাম বাড়িয়ে দিচ্ছেন	Abusive
10005039	কাউয়া কাদের, তোমার বাবা ধর্মঘট নেই	Political Hate
10005040	সম্মানিত প্রধানমন্ত্রী আপনি দেশের জন্য প্রচুর কাজ করছেন গুয়ামারা দেশকে ঝুলিয়ে রেখেছেন	Profane
10005041	সৌদি ষাঁড়গুলি ধ্বংস সম্পূর্ণ করার পথে রয়েছে	Abusive
10005042	আমি মনে করি যুদ্ধটি সাংবাদিকরা রাখার আগে	Abusive
10005043	ছাগল	Abusive
10005044	বাবা	None
10005045	এসি -তে বসে আপনার এবং হারমজাদা ফিটিংয়ের অবহেলায় একটি নতুন প্রাণী মারা গিয়েছিল	Profane
10005046	আপনি কীভাবে সুন্নত দাড়ি রাইখা করেন আপনি কীভাবে সন্তানের বাবা -মা করেন	Religious Hate
10005047	আপনি বড় অভিনেত্রী	None
10005048	নাটকটি নাটক দ্বারা বোমা ফেলা হয়েছে, আপনার পাশে বসে আছে যে আপনি বিচারপতি চা মাফিয়া কুইন	None
10005049	তুঁত	Abusive
10005050	সময় ইউক্রেনের রাজধানীর খুব কাছাকাছি চলেছে, রাশিয়া 2021 বা তারও বেশি সময় ধরে যুদ্ধ শুরু করতে পারে।	Abusive
10005051	হত্যাকারী হাসিনাকে একেবারেই ক্ষমা করা হবে না ইনশা আল্লাহ	Abusive
10005052	ভারত গেম ওয়ার্ল্ডের বৃহত্তম চোর	Abusive
10005053	শেখ হাসিনা মানে সাহসী নেতৃত্বের জয় বাংলা জয় বঙ্গবন্ধু	None
10005054	যারা মারধর করতে মারতে চান না তাদের চেয়ে পিত্তনি খেয়ে বেঁচে থাকা ভাল	Abusive
10005055	কৃষিজমি ধ্বংস করা ঠিক হবে না	None
10005056	পারি না	None
10005057	কীভাবে তিনি এত মহান মানুষ ছিলেন	None
10005058	ব্রাজিল সমর্থকরা যেখানেই	None
10005059	ধন্যবাদ সম্মানিত প্রধানমন্ত্রী কে হাসিনা সোনার বাংলার হাত ধরে	None
10005060	ইয়ামিনের আরও বেশি দেখতে চাই	None
10005061	বুসেসুনকে বলা উচিত যে আজ বাংলাদেশ ক্রিকেটটি কোথায় রয়েছে তার অর্জন।	None
10005062	পাপ আরও পাপ করছে	Abusive
10005063	আপনাকে সৌদি আরবকে অনেক ধন্যবাদ	None
10005064	ইন্ট্রো সময়কালে আরও বিরক্তিকর হয়	Abusive
10005065	এটা আমার বাড়ির কাছে আর	None
10005066	ঠিক আছে	None
10005067	মেয়েটিকে কারাবন্দী করা হয়েছিল এবং মা মুক্তিযোদ্ধার কাছে খাঁটি সরিষা দিয়েছিলেন।	None
10005068	উন্নতি করতে যেতে অর্থনীতি ধ্বংস করুন	Abusive
10005069	রিজারব আম্রিকা মেনহায়ে খালি করবে	None
10005070	সালমান আঘা যে কোনও খেলোয়াড় নাসিম শাহকে শেষ করছেন যে উসামা মীর ভাল করতে পারে, কোনও মানের লেগি বা হ্যারিস অন্তর্ভুক্ত হওয়ার যোগ্য নয়।	None
10005071	এবং আমার দেশের সরকারের সামনে বাংলাদেশ তাদের অঞ্চলটির অংশ হিসাবে জাতিয়া সাঙ্গসাদের মানচিত্রে বাংলাদেশকে দেখায়।	Political Hate
10005072	পিরোজপুরের ভান্ডারিয়া উপজিলা কোথায়	Abusive
10005073	আজ কেন পরিবহন বন্ধ করা হয়েছিল তা জনসাধারণের ভয়ে জনসভার ভিত্তি	None
10005074	এখন, যারা দেশের ক্রমবর্ধমান বিদেশী কাজের সংস্থায় রয়েছেন তাদের কাছে প্রেরিত অর্থের যথাযথ মূল্যায়ন বিলাসবহুল পণ্য আমদানি করা উচিত নয় এবং অর্থ পাচার রোধ করা উচিত নয়।	None
10005075	জুতো যে সিস্টেমের সমস্যাটি সমস্যা হ'ল সমস্যা হয়, তবে পুলিশ প্রথম পাসপোর্ট তৈরির সময় বারান্দা পরীক্ষা করে ছাড়পত্র দিচ্ছে।	None
10005076	আপনার সাইফুডিন না থাকলে ভাল	None
10005077	গোলাপ -ড্রাম	Profane
10005078	আমি পাগল মলম শুনেছি তবে বাংলাদেশে পাগলা নামে একটি মসজিদ রয়েছে।প্যাগ্লারা কি বাংলাদেশে প্রার্থনা করতে যায় না?	Religious Hate
10005079	যদি গরু নিজেই একটি গরু হয় তবে সবকিছু দেখতে গরুর মতো দেখাচ্ছে	None
10005080	ভাই, যদি এটি বাংলাদেশে থাকে তবে অবৈধভাবে বিমান তৈরির মামলাগুলি কারাবরণ করত।	Abusive
10005081	সাংবাদিক ভাইদের অনেক ধন্যবাদ তাদের জীবন বজায় রেখে আমাদের সংবাদটি বলছে	None
10005082	কাওয়া	Abusive
10005083	শ্রীলঙ্কা খুব ভাল খেলেনি যে এটি তার সাথে এমনভাবে হারাতে হয়েছিল যাতে ছোট খেলার কোনও শক্তি ছিল না, এবং ডট বল -প্লে করা অভ্যাসটি যতক্ষণ না বলটি পরিবর্তন হবে না ততক্ষণ এই পরিস্থিতি ছেড়ে দিতে সক্ষম হবে না। গেমটি দেখতে আমার কাছে মনে হয়	None
10005084	বিজয় এগারাতে রাখা হয়	None
10005085	আপনি কাকে খেলতে কল করেন	None
10005086	শালা সব নকল জাল	Profane
10005087	আমরা বিজ্ঞাপনের কথায় বিজ্ঞাপনটি দেখতে পাই না।	None
10005088	বাপ্পি ফেটে	None
10005089	যারা এই সমাবেশে অংশ নেন তারা বাজারের সমস্ত কিছু আমাদের মতো সাধারণ মানুষকে তিনগুণ ব্যয় করে না	None
10005090	চীন ইরান তুর্কের একজন হলে ইউরোপ বারো খেলবে	Political Hate
10005091	প্রতিদিন, আমেরিকার বিরুদ্ধে সংবাদ ছড়িয়ে দিয়ে, সাধারণ মানুষের মস্তিষ্ক ধুলাবালি হতে পারে, এটি স্পষ্ট যে মার্কিন যুক্তরাষ্ট্র কতটা স্বাধীন।	None
10005092	মেয়রের বাবা এই ওয়াটারলগিংগান্টিলকে অপসারণ করতে সক্ষম নন আমরা সিলেটের মানুষ, এই দুর্দশাগুলি অবশ্যই কাটিয়ে উঠতে হবে যে আমরা আবর্জনা ছেড়ে চলে যাব এবং মেয়র এটি পরিষ্কার করে দেব this	Abusive
10005093	পাকিস্তান সরকারের উচিত বাংলাদেশে শেখ হাসিনার সাথে পরামর্শ নেওয়া উচিত	None
10005094	প্রতিটি সরকারী অফিসে একই চিত্র	Abusive
10005095	প্যাড	None
10005096	আপনারা সবাইকে স্বাগতম হারামের জন্য কোনও কিছুতে শান্তি দিতে পারবেন না	None
10005097	সামনে ডিম থেরাপি দেওয়ার সময় মুরাদ কান্ড তুলকালাম মাহিয়া মাহি মুরাদের সাথে ভিডিও করা উচিত	Sexism
10005098	সাংবাদিক যিনি এই রিপোর্ট করছেন	Abusive
10005099	সৌম্যা যারা গ্রুপে থাকতে চান	None
10005100	বিশ্বের অনেক দেশ এখনও তাদের নিজস্ব শিল্পের জন্য জিআইইয়ের জন্য আবেদন করেনি, সরকার তাদের সামনে বাংলাদেশের জিআই পণ্য তৈরির জন্য আবেদন করেছিল।	None
10005101	ছালটি কুকুরের বাঘের নাম নয়	Profane
10005102	চোর	Abusive
10005103	উন্নয়নের কাজ শুরু হয়েছে বা না	None
10005104	ইহুদি তার কোরআনের কথার মাধ্যমে একজন মুসলমানের হৃদয়ে প্রবেশ করতে সক্ষম হবে এবং আল্লাহ তায়ালাকে ধন্যবাদ জানায় এবং ইহুদিরা এই সুযোগটি ব্যবহার করে চলেছে।	None
10005105	ইসির নির্বাচনের সময়সূচী ঘোষণা করে হাসিনাকে সোনার ছেলের মতো আচরণ করা উচিত	None
10005106	এই তেলগুলি আর কাজ করছে না	Abusive
10005107	সাংবাদিকরা ঠিক কী বলতে পারে না	Abusive
10005108	এই চিকিত্সকরা বিবর্ণ হতে চান	Abusive
10005109	আমিরিকস জেন এটি করার জন্য এটি করেছে	None
10005110	আমেরিকা হ'ল বিশ্বের বৃহত্তম যুদ্ধাপরাধ	Abusive
10005111	আপনার যদি এতটা অসুবিধা হয় তবে আপনার কাছে টাকা টাকা আছে	None
10005112	সর্বদা হাসি	None
10005113	এখানে পোলিং স্টেশনে আমাদের কোনও লোক নেই	None
10005114	তদন্তের পুত্র কী	None
10005115	হায়রে হলুদ মিডিয়া	Abusive
10005116	বালের ভাগ্নে বারবার দুটি কুকুর মারা গেছে, টিভি মাদারচুদ্রা হ্যাসিনা এবং হাসিনা দালালদের সাথে সারাদিন বিএনপির কোনও নিউর্চ করেন না।	Profane
10005117	একমাত্র আমেরিকা একমাত্র আমেরিকা	Abusive
10005118	সানিলিয়ন আসছে বা কোথাও	None
10005119	মশাল্লাহ মশাল্লাহ মশাল্লাহ মশাল্লাহ	None
10005120	ফাকিস্তান জিন্দালাস বীজে ভুগছে	None
10005121	কি চুরি করতে হবে	None
10005122	আমরা স্বর্গ	None
10005123	এগুলি প্রকাশ্যে ফাঁসি দেওয়া উচিত	Abusive
10005124	ভাই তুমি এত টাকা খেয়েছে ধনী হয়ে উঠেছে	Abusive
10005125	2 প্রেমের নেতা	None
10005126	নাদি	Abusive
10005127	কাজের গতি শীঘ্রই কার্যকর হওয়ার পরে পরবর্তী 20 বছর শোনা যাবে।	None
10005128	ভাই, আপনি সালা কাকুর সহ সবাইকে সমস্ত স্ত্রীর সাথে কথা বলতে শিখিয়েছেন, সমস্ত কনে রাতের সাথে আবদ্ধ।	Abusive
10005129	ইনশাআল্লাহ খুব শীঘ্রই ধ্বংস হয়ে যাবে	Political Hate
10005130	হে আল্লাহ, আমাদের দিকনির্দেশনা দিন, ইজতেমা এর অর্থ হ'ল লোকেরা পুরো প্রাক -প্রিথিবি থেকে এই ইজতেমায় আসে তবে নিউজ চ্যানেল থেকে এক সময় রয়েছে এমন সময় পর্যন্ত এটি একটি চ্যানেল থেকে জানা যায়নি।	None
10005131	হাবিবুল বাশার সুমন নানু আবদুর রাজ্জাক আপনি সবাই দালাল	Abusive
10005132	আমি ইউটিউবে সংগীত শুনি, প্রত্যেকে সেই সদস্যটির কথা শুনে অনেক বেশি দূরবর্তী এবং যদি আপনি পছন্দ করেন তবে এই বোনের চ্যানেলের প্রতি সদয় হন।	None
10005133	জাতীয় অসততা	Abusive
10005134	সরকারের ব্রোকার জাট আরও কিছু করবে	Abusive
10005135	তাদের কাছে এত ঝামেলা আসার জন্য অসংখ্য ধন্যবাদ	None
10005136	সুতরাং তারা ভোটে দাঁড়াবে	None
10005137	আপনি যদি আরও অর্থ দেন তবে সবাই অন্য দেশকে পছন্দ করবে	None
10005138	মা বাবা -মা তাকে অনেক বেশি ভালোবাসেন	None
10005139	বিরোধীরা নির্বাচনে আসে নি তাই এমন ভয়ও তাই	Political Hate
10005140	রাষ্ট্রপতির নামে কেউ আছেন বা এটি কলা	Abusive
10005141	অ্যাডা কুমির না বাডা এডা গিল	None
10005142	সমস্ত চোরই ভোট চুরি করার জন্য নতুন চাল	Political Hate
10005143	আল্লাহ আমাদের ফিলিস্তিনি যোদ্ধাদের রক্ষা করুন আমাদের আসল আকস বিজয়	None
10005144	নিন্দার জন্য এই ঘটনার নিন্দা করা স্বাভাবিক, তবে যদি নিন্দার প্রচারক এবং নিন্দার ছড়িয়ে পড়ার মূল চাবিকাঠি হয় তবে ধর্ষণকে ধর্ষণ করা হয়, তবে আমি এই নিন্দার নিন্দা করি।	Profane
10005145	কিছু বিদ্যুৎ কেন্দ্র রয়েছে যা ভাইয়ের ভাইয়ের ভাইয়ের দ্বারা এই গ্যাসের সাথে বিদ্যুৎ রয়েছে, যা আপনি পুরো দেশের পুরো দেশটি মনে রাখবেন না।	None
10005146	আশা করি আর্জেন্টিনা জিততে	None
10005147	মার্কিন যুক্তরাষ্ট্র বিশ্বযুদ্ধ রাখতে চায়	Political Hate
10005148	মিথ্যা	Political Hate
10005149	আবার এই মার্কিন যুক্তরাষ্ট্রের অর্থ আমাদের দেশের কিছু লোক এখন পির মানে	None
10005150	এই সমস্ত শিক্ষার্থীদের লিগের পোলাপান দ্বারা মারধর করা উচিত	Abusive
10005151	মান সহনীয় রাখতে হবে	None
10005152	যদি ব্রোকার সাংবাদিক পনেরো বছর ধরে বুক খালি করে চলেছে, তবে প্রায় ২০ লক্ষ লোক আছেন যারা তাদের পরিবারকে দেখেছেন যারা তাদের পরিবারকে দেখেছেন যারা আওয়ামী লীগ ব্রোকার নেতাদের আক্রমণে অদৃশ্য হয়ে যাচ্ছেন।	Abusive
10005153	অর্থের দেশে লাইসেন্সপ্রাপ্ত শাকুন শট	Political Hate
10005154	আরে সাংবাদিক অপা শাকিবের দল সিলেট বা বারিসাল কি নিউজ করেছে	Abusive
10005155	আপনাকে মাদার -ইন -ল্যাও খেলতে বাধ্য করেছিল, আপনারা সবাই মা -ইন -লু ক্রিকেট নেই এবং আপনার স্ত্রী এবং কন্যা পুত্কিকে পরাজিত করার জন্য দিলি বোর্ডের সভায় শেষ হন।	Profane
10005156	মেসি 20 এ মাত্র একটি ম্যাচে 2021 খেলবেন	None
10005157	আপনাকে চড়ার জন্য সিয়ামকে অনেক ধন্যবাদ, আপনি আমার চুলের নাইক।	Profane
10005158	শ্রীরাম তুই ম্যারাডেপুটাকি	Profane
10005159	আপনি কেন এত ক্রুদ্ধ হচ্ছেন যে চোররা চোরাচালানকারীদের চোরাচালানকারীদের দেবে, বিএসএফ কারও বাড়িতে আসে না এবং বাংলাদেশের চোররা বিএসএফকে জীবন দেয়, তবে বাংলাদেশি চোররা সীমান্ত থামিয়ে দেয় না এবং রাতে অবৈধ চোরাচালান বন্ধ করে দেয় কারণ বিএসএফ প্রথমে আসে না কারণ বিএসএফ আসে না কারণ বিএসএফ আসে না	Abusive
10005160	মামাতার মা অভিনয়টি আরও ভাল জানেন	Sexism
10005161	মানুষ	Abusive
10005162	লিওনেল কোসলানি দিওয়ালা সাইটের ব্যারার স্থাপন করা ভাল এবং এখন বলে যে আঘাতটি দিওয়ালার ভাগ্যের জন্য আসলে খারাপ।	None
10005163	প্রাক্তন আমেরিকান কুকুরের বাচ্চা এবং আমেরিকার বর্তমান ইহুদি জন্তু জুতার মালা পরে স্বাগত জানায়	Political Hate
10005164	কমল ডি উপজাতিরা তাদের বিরুদ্ধে আপনার প্রতিবেদন খাচ্ছে	Abusive
10005165	তারা চায় যে আমেরিকা যুক্তরাষ্ট্র -মুক্ত মুসলিম দেশ আফগান ইরাকিরানফিলস্টিন সহ অনেক মুসলিম নেতাকে ধ্বংস করতে পারে এবং আমেরিকা যুক্তরাষ্ট্র বাংলাদেশের স্বাধীনতা এবং ইস্রায়েলের ইহুদি ইহুদি বাংলাদেশের বিরুদ্ধে রাশিয়া বাংলাদেশের বন্ধু ছিল।	None
10005166	সেরা Eid দ Eid দ Eid দ Eid দ ইদ মিলাদ উন নবী নবিস জন্মদিন	None
10005167	জাপান এবং দক্ষিণ কোরিয়ার তাদের নিজস্ব সামরিক শক্তি বাড়ানো উচিত জাপান একসময় বিশ্বের পরাশক্তি ছিল	None
10005168	পুলিশ ও আওয়ামী নেতাদের মার্কিন যুক্তরাষ্ট্রে আগুন লেগেছে, আমেরিকা যুক্তরাষ্ট্র সঠিক সরকারের নীরব থাকার অধিকার দেখেছে। পিআই পুলিশ চিলো আমরা দেখিনি যে পুলিশ পুলিশকে পুলিশের নাগরিক অধিকারের পুলিশকে দেখেনি।	Political Hate
10005169	এই দলটি এই দেশের জন্য একটি দেশে একটি সরকারী দলের দাস বানানোর জন্য জন্মগ্রহণ করেছে	Political Hate
10005170	পৃথিবী এখন পৃথিবীতে পরিণত হবে	None
10005171	মুসলমানদের বিরুদ্ধে যুদ্ধ অন্যতম	Religious Hate
10005172	জাতির বাবা বঙ্গবন্ধু জিয়াকে নিজের হাতে একটি ভাল উপাধি দিয়েছেন	None
10005173	পুলিশ প্রথমে যারা মারা যায় তাদের রাস্তাটি নিয়ে যাওয়ার সময় আমাদের এত ভাল রাস্তার দরকার ছিল না।	None
10005174	তারা ইতিমধ্যে পরিকল্পনা করছে যে কে জিজ্ঞাসা করবে এবং কী উত্তর দিতে হবে তা জিজ্ঞাসা করবে।	Abusive
10005175	সুতি	Political Hate
10005176	হাসিনা তুমি সোনার খায়	Profane
10005177	এই দেশের মুসলিম সম্প্রদায়ের লোকেরা হিন্দুদের সহ্য করতে পার্বত্য জনগণকে সহ্য করতে পারে না	Religious Hate
10005178	ন্যায্য নির্বাচনের পূর্বশর্ত হ'ল ফেয়ার ম্যানেজিং কমিশন নির্বাচনের নির্বাচন পরিচালনায় সেই ব্যর্থতা প্রবর্তন করেছে, একটি নন -নিউট্রাল ফেয়ার নির্বাচন বাস্তবায়নের জন্য উপযুক্ত পরিবেশ তৈরি করার জন্য, এবং জাটিয়া পার্টির প্রার্থী কমিশনকে কমিশনের জন্য কমিশনের জন্য নির্বাচন সম্পন্ন করার জন্য এবং তাদের জন্য কমিশনের জন্য কমিশনকে সমর্থন করে।	Political Hate
10005179	অনেক ধন্যবাদ	None
10005180	তামিমের রান শাকিবের চেয়ে বেশি	None
10005181	তিনি নায়ক বলেন	Abusive
10005182	কোনও সন্দেহ নেই যে সময়মতো অস্ত্র পাবে	None
10005183	বিএনপির সময় রিজার্ভটি এক বিলিয়ন ছিল, তারপরে কেন এই শব্দগুলি কোনও শ্রেণি উত্থিত হয়নি।গাধার নিজস্ব জ্ঞান সম্পর্কে কোনও জ্ঞান নেই এবং ছাগলের তিন নম্বর বাচ্চা তাদের কারণে শোনার কোনও জ্ঞান নেই, কিছু রাজনৈতিক ব্যক্তিত্ব তাদের কারণে তাদের লুট করে।	Political Hate
10005184	ন্যাটো নিষিদ্ধ করা হবে	None
10005185	হ্যাঁ আমরা অর্থ প্রেরণ করি এবং আপনি দেশের বাইরে অর্থ চুরি করবেন এবং দেশের বাইরে অর্থ পাচার করবেন	Abusive
10005186	সত্য সত্যের সংবাদ তুলে ধরার জন্য সাংবাদিকের মনকে অনেক ধন্যবাদ	None
10005187	আমাদের সমস্যা নেই তবে আমাদের দাদা -দাদিদের সঠিকভাবে দিতে হবে এটি দেশ লিগের ভালবাসা।	Political Hate
10005188	সমস্ত মিডিয়া ধন্যবাদ	None
10005189	সাধারণ জনগণ বাংলাদেশের জনগণের সাথে হস্তক্ষেপ করতে চায় না, বাংলাদেশের জনগণ মার্কিন নির্বাচন বা মার্কিন নির্বাচন সম্পর্কে ভাবেন না, ন্যায্য নির্বাচন হবে কিনা।	Political Hate
10005190	আমাদের সময়মতো টিভি আশীর্বাদ করা উচিত	Abusive
10005191	শিক্ষক এবং শিক্ষার্থীদের বিচারের আওতায় আনা হোক	None
10005192	পড পাকা মাগিবাজ যিনি আপনার কথা শুনেছেন	Profane
10005193	শিশুটি কী ছিঁড়ে ফেলার ছিল তা ছিল অধ্যয়নের বয়স	Profane
10005194	যদি এই কাজটি ভারতকে দেওয়া হয়, তবে বাংলাদেশের প্রতিটি নদীর জল এক পায়ে লাফিয়ে উঠবে।	None
10005195	আপনি যদি ইউটিউবে কোনও সংবাদ তৈরি করতে পারেন তবে এটিই আপনি পাবেন	None
10005196	আপনি জানেন যে তুলসী আপনি এটি জানেন	None
10005197	কোন শাল রে	Profane
10005198	আপনি আসলে নাটক	Abusive
10005199	আল্লাহু আকবর হামাস হিজবুল্লাহ হুথি বিদ্রোহী জিন্দাবাদ	None
10005200	এই লোকটির রুপির পশুর আগুনে বৃদ্ধ হওয়া উচিত ছিল	Abusive
10005201	এখন তারা 4 হাজারকে আশ্রয় দিচ্ছে এবং তারপরে তাদের 5 হাজার তাহান রয়েছে এবং তারপরে খাবেন।	Abusive
10005202	বন্ড	Abusive
10005203	আমি একটি কিনতে চাই দাম কত	None
