id	text
2200	রুমিনের নিচতলা  ভাড়া দিয়া ইনকাম বেশি হয়  বিয়ের কি দরকার!?
2201	আপনাকে পক্ষে কথা কইলেই সঠিক আর আপনাকে বিপক্ষে কথা বলি আপনার খুব খারাপ আরে মিয়া আপনারা তো একটা ফালতু লোক
2202	পিনাকি দাদা,,,,একদম সঠিক কথা বলেছেন,,,, 
2203	ও বাংলার কটকটি বেগম ফারহানা
2204	ধন্যবাদ দাদা
2205	ঐ মহিলা একটা মুখোশধারী বেহায়া।
2206	এখন হবে সেক্স ফেয়ার
2207	সারাদিন মনটা আনচান আনচান করছিলো এই ভিডিওটা দেখার জন্য। অবশেষে এখন দেখে ফেললাম। ধন্যবাদ পিনাকী দাদ
2208	হেলমেট  ব্যবহার করে মনে হয় আপা
2209	আওয়ামী লীগ সরকারের কাছে পল্ট পেয়েছে
2210	জনগণ ভুলে যায় না! জনগণ ভোরে দিবে জায়গা মতো!
2211	অসংখ্য ধন্যবাদ দাদা ইনকিলাব জিন্দাবাদ 
2212	সুবিধাবাদী
2213	রুমিনরে নোংরা গালি দিবেনা তো কি দিবে??? এক মুখে ১৪ রকমের কথা!!! ফালতু একটা মহিলা। এদের কে ভোট দেয়া মোটেও ঠিক হবেনা।
2214	শেখ রুমিন ফারহানা ইদানীং মদ খাচ্ছে প্রচুর! কি থেকে কি বলতেছে কিছুই বুঝতেছে না ও! ওর গোপন ভিডিও থাকলে প্রকাশ করে দেন! ওর বিশ উঠে গেছে বেশি! ওর বিশ কমানো দরকার!
2215	অনেক দিন ভাবছিলাম আপনি এই শয়তান রে নিয়ে কিছু বলেন না কেন?
2216	রুমির একটা বিয়ে ভেবস্তা করেন দাদা
2217	রুমিনের নিচতলা  ভাড়া দিয়া ইনকাম বেশি হয়  বিয়ের কি দরকার!?
2218	দাদা ওনার কি রাষ্ট্রে কোন চ্যানেল ছিল না ওনার ইন্ডিয়ান চ্যানেলে সাক্ষাৎ দিতে হলো
2219	রুমীন মুজিববাদীর ফাঁসি চাই।
2220	শেখ রুমিনুর রহমান 
2221	রুমিন ফারহানা জিয়াউর রহমানের কবরের সামনে যেভাবে হেসেছিল।
2222	বিএনপি অলরেডি টাকা খাওয়ানো শুরু করে দিয়েছে ভোটে জয়ী হ‌ওয়ার জন্য। এদিকে যথেষ্ট খেয়াল রাখবেন দয়া করে
2223	শামীম ওসমান কে অনেদিন না পাইয়া দালাল রুমিন অস্থির হইয়া গেছে এবং আবোল তাবোল বলতেছে | বর্তমান ছবিটা পুরোপুরি খাপ খাইছে  |
2224	এক্কেবারে ঠিক আছে দাদা 
2225	উচিৎ শিক্ষা হলো
2226	তুই হালা যারে ভাল্লাগেনা তারেই উল্টাপাল্টা কছ এটাই তোদের ভিডিও কইরা খাওয়া।
2227	আরে মূর্খ সব ইউটিউবার ভিউ থেকে ইনকাম করতে পারে'না  ইনকামের করার কিছু শর্তাদি রয়েছে  দাদা পিনাকী দাদা'তো ফ্রান্সে ভালো চাকুরীতে আছেন...  সাথে পিএইচডির থিসিস নিয়ে ব্যস্ত আছেন
2228	১৫ তারিখ যে লুঙ্গি ড্যান্স করা হয়েছিল রুমি মাগি সেটার কথা বলেছে। পিনাকী ভাই সেটা ভুলে গেলেও ঐ মাগির মনে এত কষ্ট গেছে যে সে ভুলতে পারে নাই 
2229	আওয়ামী আমলের সেই টিভি চ্যানেলগুলো এখনো কিভাবে সুরক্ষিত থাকে আমার বুঝে আসেনা।
2230	পিনাকী যখন দেশকে গৃহযুদ্ধের দিকে টেলে দিবে তখন আমরা বাঙ্গালীরা বুঝিবে!
2231	ভারতীয় দালাল হাসিনা ও সকল আওয়ামীলীগের জারজদের ফাঁসি চাই
2232	‌কি খাই‌ছে? মান্দাতা আম‌লের গ‌ঞ্জিকা খাই‌ছে।
2233	দেরিতে হলেও শেখ রুমিন ফারহানা কে চিনতে পারলাম দাদা...
2234	আমি ভিডিও টা একদিন পর দেখলাম, দাদা যা বলছে বা যে ভাবে বুঝিয়েছেন আমরাতো বুঝলাম। এখন যদি রুমিন ফারহানা একটু বুঝতো। এ-ই রুমিন ফারহানাকে একটা সময় দেশের অর্ধেকেরও বেশি মানুষ পছন্দ করতো, সেই যায়গা রুমিন নিজে নষ্ট করে ফেলছে।
2235	দাদা আপনার প্রায় ভিডিও গুলো দেখা হয়।  যদি আপনার ভিডিও গুলো এডিট করে ছাড়ি। আপনি কিছু মনে করবেন না।
2236	একটা চাদাবাজ  বিরোধী মহাসমাবেস  হোক।
2237	২৯০ জন শিশু হত্যার দায়ে পিনাকী পলাতক
2238	শেখ রুমিন ফারহানা আসলে যৌবনের টেলায় আবুল তাবুল কথা বলতাছে তার দ্রুতও বিয়া দেওয়া দরকার সব ঠিক হয়ে যাবে
2239	তারে বিয়ে করার জন্য  ফজু পাগলা   ওরফে বুইড়া ফজা  নাকি এক পায়েখাঁড়া 
2240	ব্রাহ্মনবাড়িয়া ২ আছি।  দেখোমনে কিভাবে পাস করে বেহাইয়া রমিন 
2241	ধন্যবাদ প্রিয় দাদা
2242	পিনাকী ভাই আপার বিয়ের গেরা উঠছে  আপনারা আপার মনের আশা পুড়ুন করতে পারতেছেন না ভাই
2243	উনাদের  নিচতলা  ভাড়া দিয়া ইনকাম বেশি হয়   বিয়ের কি দরকার!?
2244	ইস্কন রুমিন ফারহানা
2245	আমি তো অনেক আগে থেকেই বলছি দাদা অনেক কমেন্টে এটা শামীম ওসমানের জিএফ আজকে আপনি সেটা ভাঙিয়ে দিলেন ভালো লাগছে ভাই ভালো লাগছে 
2246	সেই দেলেন তো দাদা
2247	শেখ রুমিন ও ফজু পাগলা কে জয়বাংলা করে দিলেন দাদা
2248	পিনাকী দা একটা মাল রে বা....
2249	রুমিন ফারহানারা মাতাল হয়ে গেছে নিষিদ্ধ আওয়ামী লীগের ভোট নেয়ার জন্য।
2250	দাদা শেষ মেস ছিল মেরেছে তার মানি জয় বাংলা হয়ে গেছেন
2251	 জায়গা মতো মলম লাগিয়েছেন ধন্যবাদ আপনাকে
2252	বি এন পির নেকারা হলো সস্তার ছুচা  ,  লোভী  
2253	ধন্যবাদ দাদা ইনকিলাব জিন্দাবাদ 
2254	আগে মাগির বিয়ে তারপর নির্বাচন
2255	সোহরাবউদ্দির বডিগার্ডের মেয়েটা ভিতরে ভিতরে স্বৈরাচারের পক্ষে। তারও বিচার হওয়া উচিত।  এতদিন বিয়ে না করার কারণ কি?  তার চরিত্রগত সমস্যা আছে ১০০%
2256	রুমিন ফারহানা ও ফজলু ডিএনএ টেষ্ট করা দরকার, তাদের বাপের পরিচয় নিশ্চিত করার জন্য।
2257	রুমিন মুজিব ছবিটা আনেন সুন্দর হরেছে 
2258	রমেন ফারহানার শেষের ক্লিপটা এটা একটা ইন্ডিয়ান উস্কানে মূলক চ্যানেল
2259	নির্বাচন চাই শুধু নেতারা জনগণ কোন নির্বাচন চায়না
2260	সত্য জিন্দাবাদ
2261	বিএনপি আওয়ামী লীগ ভাই ভাই,,,,এরা দুদলেই ফেশিবাদ
2262	রুমিনতো গেছে!  একেবারে গেছে! এতবড় আওয়ামী লেসপেন্সার
2263	ইনকিলাব জিন্দাবাদ
2264	ইনকিলাব ইনকিলাব জিন্দাবাদ জিন্দাবাদ
2265	বঙ্গবন্ধু রুমি ফারজানা
2266	ধন্যবাদ দাদা সময় উপযোগী বাঁশ দেওয়ার জন্য।
2267	দাদা, সময় এসেছে সেই সকল ব্যক্তি ও গোষ্ঠীর মুখোশ উন্মোচন করার, যারা দেশের স্বার্থবিরোধী কাজ করেছে। তাদের অন্ধকার ইতিহাস জনগণের সামনে তুলে ধরতে হবে, যাতে ভবিষ্যত প্রজন্ম এই কদর্যতার পাঠ নিতে পারে এবং কখনোই এই ধরনের বিশ্বাসঘাতকতা সহ্য না করে। ইনকিলাব জিন্দাবাদ।
2268	রুমিন ফারহানা আগে বিয়ে করুন তারপর নির্বাচনে আসুন
2269	আমরা পিনাকি দাদার সাথে আছি,প্রয়োজনে র এর এজেন্ট রুমিন ও সালা উদ্দিন এর বাসা ও ভেঙে দিবো!
2270	শামীম ওসমানের মায়ার মানুষ  রুমিন ফারহানা
2271	"দাদা, সময় এসেছে সেই সকল ব্যক্তি ও গোষ্ঠীর মুখোশ উন্মোচন করার, যারা দেশের স্বার্থবিরোধী কাজ করেছে। তাদের অন্ধকার ইতিহাস জনগণের সামনে তুলে ধরতে হবে, যাতে ভবিষ্যত প্রজন্ম এই কদর্যতার পাঠ নিতে পারে এবং কখনোই এই ধরনের বিশ্বাসঘাতকতা সহ্য না করে। ইনকিলাব জিন্দাবাদ।"
2272	পেনিক ভুট্টো একটা ইহুদি দেশদ্রোহী
2273	আহা মুজিবের কপি 
2274	দাদা শুকনায় ধুইয়ে দেন
2275	দাদা এতোকিছু রিচার্ছ করার সময় পান কোথায়?
2276	বাঁশ দিতে হলে অপেক্ষা করতে হয়। আজ তার ষোলকলা পূর্ণ হল অবশেষে জয়বাংলা হয়ে গেল ধন্য দাদা 
2277	রুমিন বিএনপি'র নোটি।
2278	পিনাকী দা কি দিয়ে ধন্যবাদ দিব বুঝতেপারছি নাহ
2279	ভালো নাম। খাস দালাল। রুনিন আপার পছন্দো হবে।
2280	দাদা  তো দিনে, দিনে এক দম ফাটিয়ে দিচ্ছে। সাবাস দাদা।
2281	আওয়ামী লীগের ছিল মমতাজ আর এখন হইছে 
2282	উন্নত বিশ্বের রাজনীতিতে এরা পাত্তাই পাবেনা। ব্যারিষ্টারী করে ভাত খাইলে ওর ঢের ভাল হত।
2283	হাজার বছরের শ্রেষ্ঠ দেশপ্রেমিক বাঙ্গালি "পিনাকী ভট্টাচার্য " দাদা। ইনকিলাব জিন্দাবাদ।
2284	"ইনকিলাব জিন্দাবাদ"   বেশ্যার বাচ্চাদের দেশের মাটিতে কোন ঠাই নাই। একটা একটা করে সব গুলারে জয় বাংলা করা লাগবে।
2285	পিনাকী দাদা ধরে না ,ধরলে আবার ছাড়ে না।
2286	এটারে বিয়া দেন....  সব ঠিক হয়ে যাবে
2287	ইনকিলাব জিন্দাবাদ
2288	দাদা আপনি এগিয়ে যান আপনি থামবেন না বাংলাদেশের মানুষ আপনার পাশে আছে
2289	নির্বাচন করে যদি সেই চোরদেরই আনা লাগে তাহলে আওয়ামীলীগ কি করছিলো?  
2290	মনের কথা!
2291	দিলেন তো আছোলা
2292	রুমিন ফারহানা কে লাল কার্ড
2293	রুমিন ফারহানা দেশেরজন্য হুমকি
2294	ভাই আপনি যতই কিছু বলেন না কেন শেখ হাছিনা দেশের জন্য অনেক কিছু করছে ভালো কেও নাই সবাই একি জনগন এখন সব বুঝে এখন এত বক বক করেন আপনি দেশের জন্য কি করছেন
2295	আওয়ামী লীগ এর টাকা খাইতো রুমিন ফারহানা। আন্তর্জাতিক বাটপার এই মহিলা
2296	দাদা প্রতিবেদন টা দারুন হয়েছে
2297	দাদা দয়া করে নির্বাচন না দিলে ভালো হয়। মানুষের আরো ভালো করে বুঝোক বিএনপি কতটা ভারতের লেম্পেনচারি ।।। 5 বছরের আগে কোন নির্বাচন চাই না আমরা।
2298	রুমিনের সারা অঙ্গে ব্যাথা ঔষধ দেবে কোথা 
2299	গতকাল দাদার ভিডিও দেখে ঘুমাইলাম পরেদেখি ঘুমের ঘরে রুমিন ফারহানা,তো পরে আর কি উর মেরে চুর, উঠে দেখি লুঙ্গি আমার ভিজা
2300	দাদা, একটা ভুল হইছে আপনার ভিডিওতে।  রুমিন ফারহানার কথা বলার ঢং দেখে তাকে চোরের বউ " চুন্নি" বললেন না কেন? দাদা, আশা করছি কোনো একটা ভিডিওতে তাকে চুন্নি বলা হোক, বলতে হবে।
2301	মব সৃষ্টি করা মুল উপাদান এই মালাউন রাজাকার
2302	বাঁশ দিতে হলে অপেক্ষা করতে হয়। আজ তার ষোলকলা পূর্ণ হল।অবশেষে জয়বাংলা হয়ে গেল ধন্য দাদা 
2303	এই ২০২৪ এর ফ্যাসিষ্ট ও ইসলামের শত্রু হটাও মুক্তিযুদ্ধের দেশদ্রোহী/রাজাকার এর মুখোশ উন্মোচন করার জন্য আপনাকে অসংখ্য ধন্যবাদ, এ কত বড় মাপের বাটপার, এরা শুধু মুখে নাটক করে
2304	দাদা ছবি টা সেই হয়েছে
2305	হে হে হে হে! ভালো লাগলো কথাগুলো
2306	দাদা হাতে সুতা বাদা দেখেন নাই
2307	রুমিন ফারহানার সাথে,, ভারতে পালানো আওয়ামী লিগের পীর এ কামেল হাসিনা ওয়াজেদ মিয়া ফরিদপুরীর টেলিফোনে যোগাযোগ আছে!
2308	এই দালাল মহিলার জন্মের সমস্যা আছে মনে হচ্ছে
2309	জয় বাংলা রুমিন ফারহানা  ধন্যবাদ দাদা শেখ রুমিন ফারহানা কে জয় বাংলা করার জন্য
2310	বিশ্লেষণ  টু দ্যা পয়েন্ট !
2311	পিনাকী তোমার এতই জনপ্রিয়তা তাহলে সামনে আসোনা কেন  ছোট ভাই
2312	দাদা,আপনার ভিডিও গুলা কপি করে ফেসবুকে আপলোড কারার অনুমতি দিবেন?
2313	রুমিন নাম্বার ওয়ান লীগের দালাল। মিথ্যুক, পল্টিবাজ।
2314	ছাত্র-জনতার ঐক্য জিন্দাবাদ ইনকিলাব জিন্দাবাদ
2315	পিনাকী দাদা। আপনাকে ধন্যবাদ জানাই। আপনি যে মিশিন দিয়ে মুজিবের মেয়ে বানিয়ে ছিলেন। অসাধারণ হাসিনার আপন বোন।
2316	বিশ্লেষণ  টু দ্যা পয়েন্ট !
2317	তোর কোন কোন জায়গায় ব্যথা রে শেখ রুমিন ফারহানা 
2318	মনে করছিলাম রুমিন ফারহানা কে বিয়ে তার মনের সব দূর করব কিন্তু শালার দেখি যে তার আগেই শামীম ওসমান তার মনের ব্যথা দূর করে ফেলছে 
2319	বান্ধবি ললিতা
2320	শেখ রুমিন ফারহানা আপা আপনি বি এন পি থেকে নির্বাচন করবেন ? আসেন আপনাকে নির্বাচন করাই,  একদম লাফ দিয়ে পাশ করে ফেলবেন। আপনিও পাশ,  বি এন পিও পাশ। শেখ রুমিন আপা 
2321	বাংলাদেশের দ্বিতীয় মমতাজ
2322	বিএনপি এদের জনপ্রিয়তা কেড়ে নিয়ে ত্যাগী নেতাদের মনোনয়ন দিবে এটাই জিয়াউর রহমানের ছেলে তারেক রহমান এর কৌশল হতে পারে,, এদের কারণেই বিএনপির আন্দোলন সফলতার মুখ দেখে নাই।।এরাই হয়তো সকল তথ্য ফাঁস করতে পারে,, নইলে খালেদা জিয়ার মত লোককে মিথ্যা মামলায় জেল খাটতে হয়।।
2323	গুজবের ক্ষেত পিনাকি
2324	আসলেই যাদেরকে ভালো মনে করছিলাম তাদের কি অবস্থা ছি
2325	এই মহিলা বেয়াদপ। ইউনূস স্যার না বলে বলতেছে ইউনূস
2326	এই মহিলা বেয়াদপ। ইউনূস স্যার না বলে বলতেছে ইউনূস
2327	ইনকিলাব জিন্দাবাদ 
2328	এই মহিলা বেয়াদপ। ইউনূস স্যার না বলে বলতেছে ইউনূস
2329	বাংলার মমতাজ
2330	সামিম ওসমানের রাতের খাবার ছিলো রুমে ফারহানা
2331	নেংটির জাত কোনও দিন ভালো হয় না
2332	থাক বাদ দেন দাদা। বেটি ছাওয়ালের বুদ্ধি শুধি একটু কমই
2333	রুমিন দাদাদের কাছে পাছা মারা দেয়
2334	বিএনপির কিছু মাথা মোটা নেতার জন্য জনপ্রিয়তা কমতে শুরু করছে
2335	সুন্দর হয়েছে,এদেরকে জাতি ঘৃনা করে
2336	এই রুমিন ফারহানকে ১০ হাজার টাকা হলে ও বিচানায় চলে যাবে
2337	শামীম ওসমানের সাথে অনেকদিন খেলাদুলা হচ্ছেনাতো তাই উল্টাপাল্টা কথা বের হয়
2338	রুমিন মনেহয় গাজা খায়
2339	জামাতের নতুন আমের পিনাকী
2340	রুমিন মাতারিদের মতো লোকদের জন্য বিএনপি ছাড়ছি
2341	ইনকিলাব জিন্দাবাদ
2342	ধন্যবাদ স্যার এই নির্লজ্জ মহিলাকে এইভাবে শিক্ষা দেওয়ার জন্য
2343	শামীম উসমানেরে কয়বার খাওয়াইছে
2344	এভাবেই বি এন পি হুগা মারা খাবে
2345	হ্যাঁ দালাল দেশের সাম্প্রতিক দেশের কাজে মহিলা মিশে যেতে নেই মাথায় বুদ্ধি নাই ইভিনিং এর দালাল এই বিডি ইন্ডিয়ান দালাল শেখ হাসিনার সাথে মনে হয় আমার টাকা খাইছে
2346	দাদা আজকে খাইয়া দিছে আপারে।
2347	অসাধারণ,
2348	রুমিনের মতো খারাপ মতলব বাজ রাজনৈতিক ব্যক্তিদের কারণে দেশের আজ এই অবস্থা।
2349	হাসনাত আবদুল্লাহকে যা বললেন কণ্ঠ শিল্পী নাসির
2350	দাদা আপনি আর ভালে হইলেন না গান টা আরেক বার ভাযুক দাদা
2351	হাসনাত আবদুল্লাহকে কটাক্ষ করলেন শিল্পী নাসির
2352	নাজমুল 
2353	দাদা আপনি একজন মহান নেতা
2354	দাদাকে আমি মন থেকে দুয়া করি।আপনি সত্যিকারের দেশপ্রেমিক।
2355	টাংপাড়ার মাসির ছেলে, দেশে এসে এই সব কথা বলেন না কেনো। জন্মস্থান দেখতে মন চাই না।
2356	সবাই পরীক্ষিত এবার জামায়াতে ইসলামীকে পরিক্ষা করুন
2357	এই মহিলা আওমিলিগের দালাল হিসেবে বহল আছে   আর ফজলু পাগলা আগে আওমিলিক করতো আর এখনো করে
2358	সাব্বাশ  দাদা পুরো ফাটিয়ে দিয়েছেন। 
2359	রুমিন ফারহানার হাতে প্রায় লাল সুতো  দেখা যায় যেটা বিজেপির প্রতীক।
2360	তরেও পি ডা নি হয়বোরে তুই দেশে আয় খালি
2361	সেই বলছেন দাদা
2362	এই মহিলার এতো জলে কেন আমি বুজিনা  এই মহিলা বিএনপির সঙ্গে কিভাবে থাকে আপনারাই বলেন
2363	দারুন এপিসোড
2364	জনগণের সাথে প্রতারণা ফল  জনগণ ভোটের বাক্সে দিবে। রুমিন ফারহানা যে আসনে দাড়াবে সেই  আসনের বিরোধী পার্থীর কিছু করা লাগবে না  সেই আসনের মোড়ে মোড়ে মাইকে মাইকে  এই পিনাকী দাদার এই এপিসোড এম পি থ্রী  আকারে  শুধু বাজাবেন।
2365	রুমিন দুর্গন্ধ হয়ে গেছে, ভোট শেষ —
2366	ভাউতাবাজি বন্ধ করে ভালো হয়ে যান এখনো সময় আছে
2367	দাদা খাম্বা তারেককে নিয়ে কিছু বলেন 
2368	ধন্যবাদ দাদা, এই বেয়াদব মহিলার মুখোশ উন্মোচন করার জন্য।
2369	"পিনাকি দাদা" ফজলুর মুখোশ টা উন্মোচন করুন
2370	সে তো আন্তর্জাতিক হিজড়া তাকে অনেক আগে ধরা উচিত ছিল
2371	রুমিন পাগল
2372	দাদাকে অনেক অনেক ধন্যবাদ সঠিক সময়ে সঠিক সত্য প্রমাণ দেওয়ার জন্য ধন্যবাদ ।
2373	দাদা ওদের জন্য হাসিনা ঠিক ছিলো
2374	মামা পিনাকি পিনিকে আছে  হালায় কি পরিমান গান্জা খায় একটু চিন্তা করেন  পিনাকি তুই পালিয়ে দেশ ছারলি কেন? দেশের বহুত ক্ষতি করে এখন কি একটা পাট নিয়া কথা বলে যেন দুধে ধোয়া তুলসি পাতা 
2375	রুমিন জয় বাংলা 
2376	ইলিয়াস,পিনাকী এ প্রজন্মের আইডল।  যারা বুঝবে না তাদের সোজা আকাশে অনেক তাঁরা দেখবে
2377	রুমিন কে টাকলা মুরাদ এর কাছে পাঠানো হোক
2378	ছি ছি রুমিনা
2379	রুমিন শেখ
2380	দাদা আরো কঠিন কিছু একটা আসা করছিলাম
2381	দাদা আপনাকে অনেক ধন্যবাদ ইপিসোট টা করার জন্য
2382	দাদা
2383	রুমিনের কুশপুত্তলিকা পোড়ানো আর বড় ছবি নিয়ে আওয়ামী লীগের দালাল বলে জুতা পেটানোর আয়োজন করেন।
2384	রুমিন ফারহানা হাওয়্যামিলীগের ল্যাসপ্যান্সার
2385	আপনারে যে দেখতে না পারে সেও এ পর্ব কে ভালোবাসবে , এমন মহিলা বা পুরুষরা যে দলে থাকে তারা জোড় করে ক্ষমতায় আসলেও টিকে থাকতে পারবে কি?
2386	এই রুমিন ফারহানারাই বিএনপির ভিতর ঘাপটি মেরে থাকা আওয়ামীলীগের দালাল- বিএনপির এই আওয়ামীলীগের দালালদের কারনে অতীতে ব্যর্থ হয়েছে। রুমিন ফারাহানা গত ১৮ বছরে কয়দিন জেল খাটছে? গত ১৮ বছর সেজেগুজে টকশো করছে, টকশোতে শামিম ওসমানের সাথে পর্দার আড়ালে আড্ডাবাজি করেছে।৷ রুমিন ফারহানা গত ১৮ বছর আওয়ামীলীগের দালাল ছিল - তাই তার কিছু হয় নাই।
2387	ইনকিলাব  জিন্দাবাদ
2388	জামায়াতে ইসলামী জিন্দাবাদ
2389	এসব ফালতু বিষয় নিয়ে ভিডিও বানালে পিনাকী নিজেই জয় বাংলা হয়ে যাবে!! ভালো কোনো যুক্তি দেখাতে পারে নাই! পিনাকী নির্বাহী ক্ষমতা কি জানে? প্রধান মন্ত্রী আর প্রধান উপদেষ্টা এক জিনিস নয় তাই নাম ভিন্ন!
2390	রুমিন আওয়ামী লীগের খাস দালাল
2391	শেখ রুমিন রহমান নাম দেয়া উচিৎ ছিলো 
2392	জাউরা সিল মেরে দেন..
2393	ফালতু মহিলা
2394	পিনাকী ️
2395	বাংলাদেশের আরেকটি দর্নীতি বিভাগ রাজউক। আমি মনে করি এদের সমস্ত কার্যক্রম কম্পিউটার ভিত্তিক করা। জনগন অন লাইনে দরখাস্ত করা কাগজপত্র জমা দেয়া। ট্রেকিং ব‍্যাবস্হা করা। কোন কাজ ৪৫ দিনের মধ‍্যে জনগণ সেবা না পেলে , সেই ফাইল নিয়ে রাজউকের কর্মচারীদের গতিবিধি লক্ষ‍্য করা।এবং শাস্তির ব‍্যাবস্হা করা। গত বিশ বছরের রাজউকের কর্মচারীদের সম্পদ দুর্নীতি দমন কমিশনের মাধ্যমে চেক করা। একটা উচ্চ পর্যায়ের কমিটির মাধ্যমে সমস্ত কর্মচারীদের কাজের তথ‍্য নেয়া । এই বিভাগের একজন পিয়ন মনে হয় শত কোটির মালিক। অফিসাররা হাজার কোটির মালিক।
2396	রুমিন আর কাউয়া কাদের মাঝে কোন পার্থক্য নাই
2397	রুজিব ফারহানা।
2398	এ-তো দেরি করা ঠিক  হয়নি দাদা
2399	রাজনৈতিক পতিতা?
2400	শামীম ওসমান এর খাবার
2401	ভাতারীকে নিয়ে ইলিয়াস ভাইয়ের ভিডিওর অপেক্ষায়
2402	রুমিন ফারহানা ফজলুর রহমান সালাউদ্দিন ভারতের দালাল বাংলাদেশের জনগণ এদেরকে বয়কট করা উচিত
2403	দেরিতে হলেও রুমিন ফারহানা মতো মুখোশ উন্মোচন করলেন তিনি নিজেই। আওয়ামী লীগের মতোই এদের আচরন এদের দরকার ক্ষমতা লুটপাট করা। বয়কট করি ইন্ডিয়া দালাল স্বৈরাচার হাসিনার প্রেতাত্মা রুমিন ফারহানাকে
2404	রুমিন ফাফহানা,রুমিন ফাকহানা
2405	রুমিন ফারহানা ফজলুর রহমান সালাউদ্দিন ভারতের দালাল বাংলাদেশের জনগণ এদেরকে বয়কট করা উচিত
2406	ফ্রীডম পার্টির ব্যাপারে আলোচনা করবেন আশা করি। দলটি কিভাবে দাড় করানো যায় সেই ব্যাপারে উদ্বোগ নেয়া যায়
2407	এই শালীরা দেশের শত্রু
2408	#দালাল #রুমিনফারহানা @রুমিনফারহানা
2409	#দালালরাহানা
2410	রুমিন আপাকে ভালবাসতাম  কিন্তু সে এমপি মন্ত্রী হওয়া জন্য পাগল হয়ে গিয়েছ 
2411	বুলডোজার তোর পাচায় ডুকাবে পাগল
2412	এই ভিডিওটা দেখে আমি ভাবছিলাম শুধু কমেন্ট পড়ব।  কিন্তু ২০ হাজারেরও বেশি কমেন্ট আমি কিভাবে পড়বো!? যাই হোক যা বুঝলাম! পিনাকী দাদায় রুমিন ফারহানা কে যেভাবে ধুয়ে দিল।আমার মনে হয় বিএনপি রুমিন ফারহানার বিরুদ্ধে ব্যবস্থা নিবে।?
2413	দাদা আপনার কদমে আমার কদমবুচি রয়েছে
2414	ট্যালেন্ট কুট কুট করে  ভরা 
2415	এই রুমিন ফারহানা কে অনেক আগে থেকে ই মন থেকে ঘৃণা করি
2416	ছি রুমিন ফারহানা
2417	পিনাকী দা ,,, থাক না বেডি মানুষ,, মুখ থেকে যা তা বের হয়ে যায়, তাদের পেট পাতলা
2418	ফালতু মহিলা
2419	সঠিক বলেছেন দাদা
2420	দাদা স্যালুট আপনাকে
2421	যেহেতু  তার এত কষ্ট  ৩২ নম্বর  ভাঙ্গা  জন্য,,, সেহেতু  তার তাও ভেঙ্গে  পুষিয়ে দিওয়া যাক,,,
2422	দাদা বাঁশ দিছেন ঠিক আছে, এতো কঠিন বাঁশ দিতে হয়?
2423	পিনাকী দা আমি তার সব আলোচনা গুলো শুনতাম কিন্তু সে দেশে যা বলছে তো বলছেন তার পর ও সে আবার ইন্ডিয়ান একটা টিভি চ্যানেলের বশি এই ভাবে নিজের দেশের ব্যাপারে অপ প্রচার করা এইটা কেমন কথা
2424	সিকি পিনাকি
2425	পিনাকী সাহেব, আপনার থেকে নবনীতা চৌধুরীর আলোচনা হাজারো গুন ইনফরমেটিভ এবং মান উন্নত। আপনার নবনীতা চৌধুরীর থেকে আলোচনা শেখা উচিৎ।
2426	আলু রুমিনা
2427	৫৩ বছরে বিএনপি অনেক কিছু করেছে।বাংলাদেশ কে কয়েকবার দুর্নীতিতে চ্যাম্পিয়ন করে বিশ্ব দরবারে বাংলাদেশকে  ভীষণভাবে লজ্জিত করেছে।
2428	আপনাদের মত লোকদের জন্য ৬ মাসে কেন ? ৬ বছরেও সাকসেস হবেনা।
2429	দাদা যাই করেন না কেন ক্রেডিট নেওয়া ঠিক হবে না
2430	ধন্যবাদ দাদা সব সময় সত্য তুলে ধরার জন্য 
2431	একদম পাগলের মতো আচরণ করে রুমিন ফারহানা। তার দ্বিচারিতা সামনে আনার জন্য ধন্যবাদ।
2432	অবশেষে রুমিনের মুনাফেকির মুখোশ উন্মোচিত হলো।
2433	কত বড় নিকৃষ্ট মানুষ হলে ভারতীয় প্রপাগান্ডা মিডিয়ায় বাংলাদেশের নামে মিথ্যাচার নালিশ করে। সে তার ভারতীয় প্রভুদের পা চাটা গোলাম।
2434	প্রতিদিন মিনিমাম ৪/৫ টা ভিডিও চাই
2435	দাদা এই আওয়ামী লীগের দোসরকে আপনি একটা জামাই ব্যবস্থা করে দেন তাহলে মাথাটা একটু ঠান্ডা থাকতে পারে
2436	রেজোওয়ানার কথা বললেই দাদাকে খুশি খুশি লাগে, মনে হয় দাদা পছন্দ করে 
2437	দাদা কিচু মনে করবেননা বিএনপি এবার পুটকি মারা কায়বেন
2438	আগে রুমিন এর বিয়ে, তারপর নির্বাচন তা না হলে ইদের পর কঠোর আন্দোলন 
2439	আপনি রাইট
2440	রুমিন বিদায়।
2441	এই বোদাই মহিলাকে আমি ভালো মনে করেছিলাম!
2442	কত বড় মাগীর বাচ্চা
2443	পিনাকি একটা ইন্ডিয়ার চর, সে বাংলাদেশকে ধ্বংস করতে চাই ।  যেসব টোকাই টাইপের ফলোয়ার তাকে লাইক কমেন্ট করছে, একদিন তারা বুঝতে পারবে ।
2444	এডিটরের মাইরে বাপ স্বপনের মত দুঃখিত মঝা করছি সেই পিক বানাইলেন এডিটর সাহেব শেখ রুমিন
2445	পিনাকিকে জোকার বলাও চলে। 
2446	পিনাকি একটা ব্যক্তিত্বহীন মানুষ
2447	সাইকো  পিনাকি
2448	বাটপার   
